id,dob,name,nationality,height,weight,wins,fouls,goals,losses,red_card,total_pass,appearances,goal_assist,yellow_card,att_hd_goal,att_lf_goal,att_rf_goal,total_cross,hit_woodwork,interception,total_tackle,total_offside,total_clearance,big_chance_created,blocked_scoring_att,effective_head_clearance,error_lead_to_goal,accurate_long_balls,duel_won,duel_lost,aerial_won,won_tackle,aerial_lost,won_contest,ball_recovery,accurate_cross,total_through_ball,att_pen_goal,att_freekick_goal,big_chance_missed,total_scoring_att,ontarget_scoring_att,own_goals,clean_sheet,goals_conceded,last_man_tackle,clearance_off_line,saves,punches,goal_kicks,penalty_save,keeper_throws,good_high_claim,total_keeper_sweeper,stand_catch_dive_catch
12463,1989-02-23,Jérémy Pied,France,173cm,69kg,0,1,0,0,0,15,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0%,0,0,1,17%,0,,,,,,0,0,0,0,0,,,,,,,,
4252,1993-08-15,Alex Oxlade-Chamberlain,England,180cm,70kg,57,45,0.08,24,0,22.51,105,7,5,0,1,7,228,5,76,98,8,34,13,47,7,2,115,404,386,35,80%,47,208,288,20%,25,0,0,7,128,23%,,,,,,,,,,,,,
13511,1991-02-10,Roberto Firmino,Brazil,181cm,76kg,19,36,0.35,9,0,35.14,37,7,1,2,4,7,49,4,20,74,18,12,13,23,7,,,,,,,,,,,,0,0,6,80,40%,,,,,,,,,,,,,
4636,1985-11-07,Geoff Cameron,United States,191cm,84kg,44,107,2,51,1,33.03,134,3,16,0,1,1,265,0,279,363,4,412,11,18,211,0,211,777,567,227,77%,126,124,710,18%,6,,,,,,0,26,167,4,0,,,,,,,,
15759,1996-04-15,Edimilson Fernandes,Switzerland,190cm,70kg,0,0,1,1,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0%,0,0,2,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
2611,1984-07-03,Mathieu Flamini,France,178cm,67kg,99,130,0.06,27,1,28.34,170,8,27,0,2,7,52,0,189,220,6,264,0,27,83,4,258,419,349,89,67%,57,34,464,25%,6,0,0,2,91,30%,,,,,,,,,,,,,
10800,1989-09-30,Nsue,Equatorial Guinea,182cm,75kg,1,4,4,1,0,39,4,0,0,0,0,0,5,0,6,3,0,17,0,2,6,0,7,13,14,6,67%,3,1,13,5%,0,0,0,0,2,2%,,,,,,,,,,,,,
4395,1989-04-22,James McClean,Ireland,180cm,70kg,27,100,0.1,38,1,19.44,100,8,14,2,5,3,513,0,97,222,12,101,10,29,33,0,51,530,712,115,75%,193,100,363,21%,3,0,1,11,115,37%,,,,,,,,,,,,,
4852,1987-03-01,Adrián,Spain,190cm,80kg,34,4,0,36,2,24.45,97,0,6,,,,,,,,,,,,,6,790,,,,,,,,,,,,,,,0,24,130,,,339,42,912,5,403,127,80,48
3920,1993-03-15,Paul Pogba,France,191cm,84kg,5,13,0.11,2,0,52.33,9,0,1,1,0,0,9,2,12,14,0,10,2,3,5,0,31,60,40,12,71%,8,20,48,9%,3,0,0,3,25,20%,,,,,,,,,,,,,
3564,1989-11-18,Marc Albrighton,England,175cm,67kg,52,111,0.07,51,0,19.24,148,19,17,0,2,9,"1,003",4,169,268,11,86,34,49,12,0,174,571,664,34,78%,119,157,660,22%,8,0,0,11,152,32%,,,,,,,,,,,,,
4287,1988-04-28,Juan Mata,Spain,170cm,63kg,92,97,0.24,41,1,47.11,174,41,11,2,33,6,823,8,102,145,64,45,51,77,4,0,484,464,689,13,73%,43,130,807,23%,70,2,6,21,274,37%,,,,,,,,,,,,,
3779,1991-04-25,Callum McManaman,England,174cm,74kg,9,18,0.04,23,0,7.85,46,2,4,0,1,1,59,0,12,31,3,14,3,7,5,0,6,108,93,5,90%,11,44,46,14%,1,0,0,0,28,29%,,,,,,,,,,,,,
4007,1989-10-21,Sam Vokes,Wales,186cm,90kg,6,12,0.03,19,0,11.67,33,0,1,0,0,1,1,0,5,9,10,8,0,10,7,,,,,,,,,,,,0,0,1,38,26%,,,,,,,,,,,,,
11284,1993-11-11,Arthur Masuaku,France,179cm,70kg,1,8,0,4,0,42.2,5,1,1,0,0,0,12,0,18,19,0,8,1,0,6,0,20,45,30,9,68%,6,12,39,25%,0,,,,,,0,1,13,1,1,,,,,,,,
13561,1998-02-01,Timothy Fosu-Mensah,Netherlands,190cm,78kg,6,2,0,2,0,15.88,8,1,1,0,0,0,2,0,13,12,0,13,1,1,4,0,4,18,11,2,92%,5,2,16,2%,1,,,,,,0,1,1,2,0,,,,,,,,
10422,1994-09-09,Matt Macey,England,198cm,81kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
3388,1982-03-17,Steven Pienaar,South Africa,173cm,69kg,82,263,0.1,51,3,38.73,203,32,37,1,3,15,562,5,349,347,19,122,21,93,27,0,301,"1,103","1,171",55,79%,157,208,"1,129",21%,130,0,1,9,273,30%,,,,,,,,,,,,,
4335,1992-09-09,Ezekiel Fryers,England,183cm,75kg,8,3,0,2,0,24.55,11,1,0,0,0,0,15,0,7,15,0,12,2,1,8,1,16,25,17,5,67%,7,1,28,47%,1,,,,,,0,2,6,0,0,,,,,,,,
10957,1989-06-16,Odion Ighalo,Nigeria,188cm,70kg,14,55,0.36,19,0,19.45,44,4,5,1,3,12,17,2,18,33,27,27,1,28,15,,,,,,,,,,,,0,0,20,125,42%,,,,,,,,,,,,,
11272,1995-05-12,Anthony Martial,France,181cm,76kg,17,41,0.32,11,0,27.95,37,6,2,1,4,7,58,1,10,23,17,18,9,15,8,,,,,,,,,,,,0,0,3,64,42%,,,,,,,,,,,,,
13103,1998-01-04,William Mannion,England,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
4844,1989-02-08,Nacer Chadli,Belgium,189cm,80kg,47,66,0.2,23,0,25.14,92,12,6,1,4,13,117,2,36,65,16,60,17,33,38,0,91,269,399,83,77%,117,78,268,20%,6,1,0,12,125,32%,,,,,,,,,,,,,
13285,1996-08-02,Kenedy,Brazil,182cm,77kg,4,7,0.07,6,0,19.8,15,0,0,0,1,0,13,0,13,14,2,6,1,3,1,0,7,55,55,6,50%,8,27,48,8%,2,0,0,0,13,23%,,,,,,,,,,,,,
3156,1988-03-01,Jonny Evans,Northern Ireland,188cm,77kg,108,138,5,38,2,44.05,183,5,23,2,0,3,40,2,392,327,1,"1,275",4,13,469,4,687,873,499,352,74%,236,54,946,35%,8,,,,,,3,60,160,3,3,,,,,,,,
5365,1990-01-10,Jan Kirchhoff,Germany,195cm,90kg,4,26,19,7,0,36.11,19,0,1,0,0,0,6,0,42,60,0,56,0,5,25,0,43,132,126,44,78%,50,12,129,33%,1,0,0,0,10,20%,,,,,,,,,,,,,
13477,1999-05-22,Josh Tymon,England,178cm,74kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
2681,1985-07-01,Wayne Routledge,England,170cm,64kg,77,197,0.05,115,1,20.04,260,28,10,0,2,11,688,1,125,215,62,93,23,45,20,0,193,642,"1,132",44,80%,192,190,731,22%,41,0,0,9,152,36%,,,,,,,,,,,,,
2053,1984-08-18,Robert Huth,Germany,191cm,80kg,111,317,19,95,2,16.84,295,6,62,9,1,8,24,8,486,442,8,"2,159",5,63,737,5,347,"1,309",821,647,78%,355,34,808,17%,5,,,,,,1,69,292,8,1,,,,,,,,
4601,1980-02-20,Artur Boruc,Poland,193cm,89kg,32,1,0,30,0,23.22,88,1,4,,,,,,,,,,,,,9,485,,,,,,,,,,,,,,,0,28,116,,,212,28,662,4,461,111,76,37
1353,1980-07-12,John Terry,England,187cm,90kg,306,202,40,74,6,30.17,487,12,69,17,4,5,24,6,419,447,11,"1,848",5,36,689,5,821,"1,356",665,698,77%,317,23,"1,248",25%,14,,,,,,4,130,246,15,7,,,,,,,,
5713,1984-06-27,José Holebas,Greece,184cm,77kg,2,18,1,9,0,35.61,18,1,6,0,1,0,57,0,43,38,0,59,0,11,21,1,33,117,90,36,71%,10,31,122,18%,0,,,,,,0,1,29,0,0,,,,,,,,
4248,1992-08-02,Carl Jenkinson,England,185cm,77kg,40,55,3,24,3,31.81,89,5,6,0,1,2,312,0,72,122,1,241,6,7,105,3,155,243,260,60,72%,73,37,312,16%,3,,,,,,1,18,86,4,0,,,,,,,,
10480,1989-07-22,Daryl Janmaat,Netherlands,185cm,80kg,19,61,3,39,2,37.85,72,11,11,0,1,2,266,1,135,192,7,182,12,20,76,0,159,352,294,67,77%,70,66,353,20%,5,,,,,,0,11,122,1,0,,,,,,,,
9117,1993-01-15,Ben Gibson,England,185cm,78kg,1,1,1,3,0,46,7,0,0,1,0,0,0,0,10,11,0,34,0,0,23,0,25,25,8,10,73%,6,1,22,0%,0,,,,,,0,1,10,0,0,,,,,,,,
9163,1996-03-17,Brendan Galloway,England,188cm,87kg,7,17,0,6,0,25.6,20,1,3,0,0,0,20,0,28,62,0,44,1,4,9,0,14,121,79,11,66%,17,13,89,20%,0,,,,,,0,3,25,0,1,,,,,,,,
2517,1985-06-28,Phil Bardsley,Scotland,180cm,74kg,76,228,7,105,1,31.03,235,4,54,0,1,6,549,2,317,602,5,858,9,49,273,3,448,"1,096",731,194,79%,192,90,889,19%,16,,,,,,3,48,288,7,7,,,,,,,,
4487,1989-09-06,Matthew Lowton,England,180cm,78kg,20,62,2,41,0,32.7,79,6,19,0,1,1,163,0,174,181,0,310,11,4,95,0,178,331,273,70,72%,60,43,260,20%,11,,,,,,0,11,124,1,2,,,,,,,,
7946,1996-06-28,Demarai Gray,England,179cm,66kg,8,4,16,2,0,7.5,16,1,0,0,0,0,18,0,6,7,0,2,2,3,1,0,4,26,31,1,100%,3,13,24,33%,0,0,0,1,8,38%,,,,,,,,,,,,,
13123,1998-01-17,Jeff Reine-Adelaide,France,184cm,75kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
10473,1995-04-27,Paddy McNair,Northern Ireland,183cm,72kg,14,14,0,11,0,32.17,29,0,2,0,0,0,13,0,33,37,1,86,0,1,47,0,68,77,85,29,73%,31,4,87,15%,0,,,,,,1,0,25,0,0,,,,,,,,
13794,1996-10-12,Rees Greenwood,England,173cm,68kg,0,1,1,0,0,23,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,2,3,0,100%,1,1,2,2%,0,0,0,0,0,0%,,,,,,,,,,,,,
16622,1992-08-25,Borja Bastón,Spain,191cm,82kg,0,0,3,3,0,12,3,0,0,0,0,0,2,0,1,1,1,3,0,0,3,,,,,,,,,,,,0,0,2,3,3%,,,,,,,,,,,,,
3901,1990-07-11,Daniel Ayala,Spain,190cm,81kg,6,17,1,6,0,30.56,16,0,4,1,0,0,4,0,19,30,1,101,0,0,40,0,45,58,48,25,63%,17,1,55,25%,1,,,,,,1,4,13,0,0,,,,,,,,
4504,1990-02-18,Bryan Oviedo,Costa Rica,172cm,69kg,17,41,2,13,0,22.24,46,4,7,0,1,1,131,0,37,90,4,67,6,7,27,0,50,158,137,12,82%,25,22,139,24%,3,,,,,,1,6,30,0,0,,,,,,,,
3658,1989-01-14,Adam Clayton,England,175cm,75kg,1,10,6,3,0,42.33,6,0,1,0,0,0,0,0,7,21,0,5,0,1,1,0,21,34,32,6,67%,2,2,27,0%,0,0,0,0,4,4%,,,,,,,,,,,,,
13491,1996-12-21,Ben Chilwell,England,178cm,76kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
13795,1989-06-23,Kristoffer Nordfeldt,Sweden,190cm,85kg,0,0,0,0,0,25,1,0,0,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,0,0,1,,,4,0,12,0,4,0,0,0
4183,1987-09-09,Ahmed Elmohamady,Egypt,180cm,81kg,39,120,5,64,1,36.62,138,10,8,3,0,2,756,4,197,217,10,248,14,16,109,1,220,798,726,363,79%,355,113,700,21%,6,,,,,,0,24,158,0,5,,,,,,,,
4408,1993-04-24,Ben Davies,Wales,181cm,76kg,39,78,3,35,0,41.79,105,6,15,0,3,0,283,1,182,222,1,385,5,10,179,0,183,510,479,171,75%,202,44,372,19%,3,,,,,,0,22,123,2,1,,,,,,,,
4105,1994-12-12,Nathaniel Chalobah,England,185cm,75kg,1,5,5,4,0,12,5,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,10,0,0%,1,0,7,0%,0,0,0,0,1,1%,,,,,,,,,,,,,
3956,1988-11-11,Kyle Naughton,England,175cm,73kg,50,92,0,41,3,42.46,118,6,17,0,0,0,234,2,195,287,0,395,10,18,145,2,257,553,426,149,74%,104,47,456,22%,5,,,,,,0,20,143,1,3,,,,,,,,
5208,1992-10-14,Ahmed Musa,Nigeria,170cm,62kg,1,4,4,2,0,14,4,0,0,0,0,0,3,0,2,0,0,0,2,1,0,,,,,,,,,,,,0,0,1,4,25%,,,,,,,,,,,,,
7488,1996-02-02,Harry Winks,England,178cm,65kg,1,0,2,0,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0%,0,1,1,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
4617,1994-01-11,James Ward-Prowse,England,173cm,66kg,46,70,0.04,36,1,24.96,112,13,8,0,1,3,390,2,74,81,1,79,17,30,39,0,144,180,316,40,80%,91,20,318,29%,12,2,1,3,91,31%,,,,,,,,,,,,,
4656,1989-01-24,Ki Sung-yueng,South Korea,187cm,79kg,36,93,0.1,55,0,47.04,124,5,14,2,4,6,97,2,149,154,8,149,7,31,81,0,447,443,407,106,79%,113,64,629,31%,19,1,0,6,132,36%,,,,,,,,,,,,,
10540,1989-12-24,Diafra Sakho,Senegal,184cm,79kg,19,46,0.34,12,0,15.59,44,3,5,6,2,7,67,2,24,35,35,39,6,25,31,,,,,,,,,,,,0,0,14,113,35%,,,,,,,,,,,,,
2338,1986-08-20,Andrew Surman,England,180cm,73kg,21,54,0.05,40,0,47.21,81,3,6,1,1,2,119,2,151,96,0,111,0,25,45,0,298,219,277,63,66%,84,26,372,26%,19,0,0,4,73,19%,,,,,,,,,,,,,
4748,1988-09-08,Willian,Brazil,175cm,75kg,55,85,0.13,18,1,40.1,102,11,12,0,2,11,511,5,51,134,13,20,20,44,7,1,274,512,493,27,75%,97,201,468,27%,20,0,2,6,172,34%,,,,,,,,,,,,,
4786,1984-02-10,Eldin Jakupovic,Switzerland,188cm,78kg,2,0,0,4,0,29.67,9,0,0,,,,,,,,,,,,,1,70,,,,,,,,,,,,,,,0,2,12,,,34,5,92,1,23,6,4,4
3547,1992-01-01,Jack Wilshere,England,172cm,68kg,63,132,0.06,29,2,44.19,123,12,26,1,4,2,215,8,125,173,9,38,23,28,5,1,267,641,592,34,76%,42,225,654,17%,133,0,0,10,99,34%,,,,,,,,,,,,,
4838,1988-10-12,Wilfried Bony,Cote D'Ivoire,182cm,84kg,39,95,0.33,34,1,20.69,94,10,8,7,4,20,7,7,14,31,43,119,13,60,90,,,,,,,,,,,,5,0,18,264,35%,,,,,,,,,,,,,
3653,1986-10-04,Vincent Kompany,Belgium,190cm,85kg,131,267,13,46,3,47.41,220,7,42,7,1,4,25,3,473,499,1,"1,372",9,36,482,2,882,"1,073",660,384,77%,185,90,"1,254",24%,28,,,,,,3,79,192,6,2,,,,,,,,
4291,1993-05-09,Patrick Bamford,England,185cm,71kg,2,9,15,10,0,6.33,15,0,0,0,0,0,4,1,2,5,4,3,0,3,1,,,,,,,,,,,,0,0,1,11,36%,,,,,,,,,,,,,
8389,1991-12-13,Tendayi Darikwa,England,187cm,77kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,,,,,,0,0,0,0,0,,,,,,,,
3929,1989-10-29,Joel Ward,England,180cm,80kg,38,113,3,48,0,31.43,113,4,12,1,1,1,254,1,233,293,2,497,7,22,272,1,196,734,486,247,87%,141,70,598,18%,2,,,,,,0,26,143,0,2,,,,,,,,
3807,1987-02-14,Scott Dann,England,188cm,76kg,53,114,13,66,0,27.46,165,8,28,9,1,3,19,5,286,256,8,"1,251",7,19,496,4,525,781,516,438,62%,318,31,542,26%,3,,,,,,5,37,226,5,5,,,,,,,,
19621,1991-03-29,Marten de Roon,Netherlands,185cm,76kg,0,11,5,3,0,39.2,5,0,1,0,0,0,1,0,4,12,0,8,0,3,4,0,11,19,36,6,58%,7,0,23,1%,1,0,0,0,3,3%,,,,,,,,,,,,,
4634,1993-10-03,Jack Butland,England,192cm,95kg,14,1,0,14,0,27.51,37,0,0,,,,,,,,,,,,,0,298,,,,,,,,,,,,,,,0,12,46,,,125,14,335,0,140,44,41,15
4606,1983-12-22,José Fonte,Portugal,187cm,81kg,56,109,7,51,1,49.4,143,2,22,6,0,1,45,3,322,251,1,990,5,17,408,4,594,633,383,318,74%,189,13,700,24%,6,,,,,,0,47,159,8,1,,,,,,,,
3600,1988-11-10,Seamus Coleman,Ireland,178cm,67kg,74,134,15,52,1,30.91,184,14,22,4,5,6,505,3,212,339,21,345,21,41,169,1,209,877,817,84,81%,138,258,803,22%,11,,,,,,3,46,180,6,0,,,,,,,,
10508,1996-07-18,Max Stryjek,Poland,188cm,81kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
10524,1995-01-31,Jack Rose,England,190cm,75kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
4664,1986-12-26,Hugo Lloris,France,188cm,73kg,78,2,0,30,0,22.84,141,0,2,,,,,,,,,,,,,8,774,,,,,,,,,,,,,,,0,47,163,,,362,117,"1,059",2,664,154,171,64
10525,1996-10-08,Alex Palmer,England,183cm,72kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
5271,1984-01-08,Bastian Schweinsteiger,Germany,183cm,79kg,10,19,0.06,2,0,59.28,18,0,3,1,0,0,7,0,23,36,0,16,0,3,9,0,64,81,88,16,69%,22,13,106,29%,2,0,0,1,12,25%,,,,,,,,,,,,,
8994,1993-07-28,Moses Odubajo,England,177cm,72kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
2579,1986-01-24,Michael Kightly,England,173cm,71kg,12,58,0.1,35,0,15.8,71,4,12,0,4,3,267,0,43,89,8,23,6,22,7,0,43,195,348,15,74%,39,38,221,25%,9,0,0,5,67,31%,,,,,,,,,,,,,
3066,1983-01-24,Shaun Maloney,Scotland,173cm,69kg,28,53,0.18,33,0,29.61,83,12,7,0,1,14,206,3,62,84,18,36,15,28,7,1,85,286,337,11,79%,52,52,220,24%,22,2,4,5,128,41%,,,,,,,,,,,,,
20095,1998-04-07,Aiden O'Neill,Australia,178cm,70kg,1,0,2,1,0,16.5,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,2,1,1%,1,0,4,1%,0,0,0,0,1,1%,,,,,,,,,,,,,
4074,1991-03-13,Matt Phillips,Scotland,185cm,75kg,14,34,0.07,32,0,16.46,59,13,1,2,0,2,266,1,30,56,6,37,12,23,15,0,33,220,354,49,71%,92,88,216,24%,7,0,0,5,84,27%,,,,,,,,,,,,,
4845,1992-02-14,Christian Eriksen,Denmark,175cm,71kg,55,45,0.22,24,0,50.25,104,25,9,1,6,16,593,10,87,131,1,58,31,83,22,0,207,349,522,52,82%,87,111,547,21%,44,0,6,12,263,37%,,,,,,,,,,,,,
2997,1985-03-15,Curtis Davies,England,188cm,76kg,46,81,7,70,0,19.75,153,3,13,5,0,0,11,3,311,245,0,"1,263",3,6,603,1,190,726,402,386,78%,233,26,328,9%,0,,,,,,1,27,159,7,3,,,,,,,,
10520,1992-10-13,Modou Barrow,Gambia,176cm,63kg,11,14,0.02,19,0,9.85,40,4,1,0,1,0,70,0,15,35,5,12,2,6,3,,,,,,,,,,,,0,0,0,20,25%,,,,,,,,,,,,,
1404,1979-10-15,Paul Robinson,England,195cm,92kg,123,2,1,158,1,12.8,372,4,3,,,,,,,,,,,,,12,"1,424",,,,,,,,,,,,,,,0,43,333,,,552,137,"1,924",1,510,231,67,144
13565,1997-10-31,Marcus Rashford,England,180cm,70kg,8,7,0.5,5,0,18.69,16,2,1,1,1,6,19,0,3,10,4,10,2,9,3,,,,,,,,,,,,0,0,4,26,46%,,,,,,,,,,,,,
2417,1987-04-05,Cesc Fàbregas,Spain,175cm,74kg,162,230,0.15,54,2,54.29,287,96,58,1,4,33,"1,073",12,255,561,18,184,44,143,38,0,"1,145","1,193","1,244",86,74%,144,221,"1,130",24%,333,5,2,11,476,36%,,,,,,,,,,,,,
3799,1989-11-21,Fabian Delph,England,174cm,60kg,41,97,0.04,60,1,42.47,131,5,22,0,5,0,166,5,218,293,1,143,4,28,29,3,370,739,535,81,74%,108,198,697,25%,12,0,0,3,121,23%,,,,,,,,,,,,,
9566,1993-05-03,Harry Maguire,England,188cm,79kg,1,4,0,5,0,15.83,6,1,1,0,0,0,1,0,12,7,0,13,0,0,10,0,6,26,16,9,100%,6,6,18,1%,0,,,,,,0,0,9,0,0,,,,,,,,
19603,1996-08-02,Lys Mousset,France,184cm,80kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0%,,,,,,,,,,,,,
2011,1982-09-11,Boaz Myhill,Wales,191cm,91kg,29,3,0,55,0,22.61,117,0,6,,,,,,,,,,,,,5,888,,,,,,,,,,,,,,,0,23,202,,,393,87,"1,203",2,376,159,57,81
3955,1990-05-28,Kyle Walker,England,178cm,70kg,91,151,5,35,0,44.97,172,15,29,0,0,5,498,2,376,428,10,588,13,33,235,6,483,975,706,251,80%,176,145,968,20%,23,,,,,,1,48,187,4,2,,,,,,,,
4679,1992-12-19,Raphael Spiegel,Switzerland,197cm,89kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
9468,1989-05-07,Charlie Austin,England,188cm,84kg,13,44,0.44,26,1,18.17,48,6,4,6,3,12,47,4,11,31,40,51,4,54,30,,,,,,,,,,,,3,0,19,150,41%,,,,,,,,,,,,,
13985,1996-04-13,Marko Grujic,Serbia,190cm,75kg,1,1,2,1,0,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0%,0,2,0,0%,0,0,0,0,2,50%,,,,,,,,,,,,,
3719,1981-02-15,Heurelho Gomes,Brazil,191cm,91kg,57,8,0,46,0,17.98,140,0,12,,,,,,,,,,,,,16,770,,,,,,,,,,,,,,,0,42,167,,,462,214,"1,358",8,918,254,69,93
2664,1979-05-18,Julian Speroni,Argentina,186cm,87kg,24,0,0,42,0,20.31,81,0,1,,,,,,,,,,,,,4,524,,,,,,,,,,,,,,,0,18,101,,,216,18,699,2,146,143,121,40
4413,1990-03-14,Joe Allen,Wales,168cm,62kg,57,112,0.07,41,1,44.25,134,3,11,1,2,7,88,0,208,337,1,102,7,34,33,1,380,635,547,45,74%,80,95,779,32%,17,0,0,6,100,30%,,,,,,,,,,,,,
2047,1983-09-20,Jonathan Walters,Ireland,183cm,79kg,69,210,0.18,85,1,21.53,213,17,25,8,3,28,345,7,96,150,114,224,21,55,101,,,,,,,,,,,,10,0,34,286,37%,,,,,,,,,,,,,
2905,1988-04-23,Victor Anichebe,Nigeria,185cm,80kg,65,157,0.12,60,1,12.5,187,13,15,7,8,7,158,5,46,81,58,63,11,75,36,,,,,,,,,,,,0,0,16,236,33%,,,,,,,,,,,,,
8174,1986-07-26,Leonardo Ulloa,Argentina,190cm,80kg,30,89,0.24,23,0,19,71,5,3,5,2,9,32,2,22,79,19,60,6,12,44,,,,,,,,,,,,3,0,15,83,34%,,,,,,,,,,,,,
4396,1993-03-31,Connor Wickham,England,191cm,90kg,26,131,0.15,50,0,18.37,104,5,10,4,4,8,110,6,51,91,24,103,4,55,59,,,,,,,,,,,,1,0,10,177,29%,,,,,,,,,,,,,
4527,1995-08-12,Jordon Ibe,England,176cm,81kg,21,16,0.02,14,0,19.4,48,3,0,0,1,0,108,4,12,17,3,3,1,17,1,0,17,156,183,6,88%,14,100,145,18%,4,0,0,1,49,22%,,,,,,,,,,,,,
3744,1984-12-14,Chris Brunt,Northern Ireland,185cm,84kg,60,202,0.1,93,0,35.41,212,39,40,2,19,0,"1,316",11,321,364,15,351,38,103,140,2,550,743,857,232,74%,244,73,958,28%,67,3,4,11,369,22%,,,,,,,,,,,,,
4030,1985-10-09,Laurent Koscielny,France,186cm,75kg,110,161,17,33,4,43.16,186,2,23,6,0,11,29,2,539,328,5,"1,112",3,10,463,2,454,953,604,462,72%,325,43,"1,104",21%,7,,,,,,2,72,173,21,1,,,,,,,,
4398,1983-10-20,Michel Vorm,Netherlands,183cm,84kg,31,2,0,37,1,22.55,97,0,5,,,,,,,,,,,,,7,470,,,,,,,,,,,,,,,0,30,126,,,308,46,855,3,551,130,26,48
4763,1989-05-24,Yannick Bolasie,Congo,188cm,84kg,34,116,0.09,40,1,18.36,96,15,8,1,2,6,500,8,41,134,42,95,22,47,51,,,,,,,,,,,,0,0,5,184,33%,,,,,,,,,,,,,
7219,1992-05-07,Alberto Moreno,Spain,170cm,65kg,28,67,3,19,0,37.43,63,4,10,0,3,0,202,1,96,147,10,99,4,17,28,2,136,262,207,27,75%,29,30,246,24%,2,,,,,,0,13,72,2,0,,,,,,,,
2982,1986-07-01,Grant Leadbitter,England,174cm,68kg,14,46,0.06,38,0,19.4,67,4,9,0,1,3,171,1,64,74,5,51,0,22,1,1,70,161,175,24,69%,25,26,228,22%,5,0,0,0,83,29%,,,,,,,,,,,,,
3926,1992-01-15,Joshua King,Norway,185cm,83kg,9,47,0.22,20,0,15.11,37,2,1,0,0,8,27,1,12,40,16,21,7,18,14,,,,,,,,,,,,0,0,2,63,41%,,,,,,,,,,,,,
4968,1986-02-04,Ibrahim Afellay,Netherlands,180cm,76kg,13,19,0.06,11,1,41.1,31,2,3,1,0,1,68,0,11,27,2,12,3,10,5,0,68,117,110,14,81%,16,41,162,16%,3,0,0,1,39,21%,,,,,,,,,,,,,
4331,1993-03-25,Sam Johnstone,England,193cm,85kg,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0
20870,1993-03-25,Keelan O'Connell,England,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0,0%,,,,,,,,,,,,,
3175,1989-06-01,Andy Carroll,England,193cm,79kg,57,238,0.26,66,1,22.21,166,17,22,21,18,4,88,10,64,86,57,232,22,79,114,,,,,,,,,,,,2,1,42,433,33%,,,,,,,,,,,,,
4123,1987-07-16,Mousa Dembélé,Belgium,185cm,82kg,88,267,0.06,43,0,42.55,176,11,19,0,10,0,63,6,193,437,14,124,12,64,50,0,303,"1,206",975,158,82%,171,383,916,19%,24,0,1,9,180,32%,,,,,,,,,,,,,
